city,population_proper
"Biloxi, MS",45975.0
"Coldwater, MS",1585.0
"Kolola Springs, MS",
"Pascagoula, MS",21981.0
"Byhalia, MS",1245.0
"Wallerville, MS",
"Dublin, MS",
"Lexington, MS",1573.0
"Value, MS",
"Williamsburg, MS",
"Louin, MS",268.0
"Rodney, MS",
"Midway, MS",
"New Albany, MS",8786.0
"Goss, MS",
"Washington, MS",
"Prairie, MS",
"Marion, MS",1555.0
"Rockport, MS",
"Ebenezer, MS",
"Baxterville, MS",
"Gulfport, MS",72076.0
"Jackson, MS",169148.0
"Merigold, MS",410.0
"Mashulaville, MS",
"Kokomo, MS",
"Evansville, MS",
"Electric Mills, MS",
"Bobo, MS",
"Cloverdale, MS",
"Dossville, MS",
"Taylorsville, MS",1286.0
"McCall Creek, MS",
"Baldwyn, MS",3332.0
"Lauderdale, MS",
"Terry, MS",1112.0
"Runnelstown, MS",
"Leedy, MS",
"Eddiceton, MS",
"Crenshaw, MS",853.0
"Paden, MS",115.0
"Coahoma, MS",343.0
"Stonewall, MS",1021.0
"Big Creek, MS",150.0
"Ecru, MS",982.0
"Belzoni, MS",2029.0
"Belen, MS",
"Blue Mountain, MS",954.0
"Mount Carmel, MS",
"Talowah, MS",
"Fulton, MS",4066.0
"Calhoun City, MS",1725.0
"McDonald, MS",
"Etta, MS",
"McMillan, MS",
"Harriston, MS",
"Darbun, MS",
"Smithville, MS",913.0
"Aberdeen, MS",5391.0
"Ellisville, MS",4567.0
"Vaughan, MS",
"Rosetta, MS",
"Geeville, MS",
"Pearl, MS",26485.0
"Vicksburg, MS",22925.0
"Forest, MS",5672.0
"Union, MS",1971.0
"McHenry, MS",
"Trebloc, MS",
"Senatobia, MS",7909.0
"Eastport, MS",
"Cary, MS",285.0
"Stafford Springs, MS",
"Lambert, MS",1462.0
"Winona, MS",4383.0
"Brooklyn, MS",
"Deemer, MS",
"Big Point, MS",
"Flora, MS",1884.0
"Schlater, MS",295.0
"Adams, MS",
"Magee, MS",4315.0
"Ethel, MS",404.0
"Tomnolen, MS",
"Sumner, MS",296.0
"Fitler, MS",
"Canaan, MS",
"Cleveland, MS",12101.0
"Laurel, MS",18756.0
"Shannon, MS",1772.0
"Conehatta, MS",
"Braxton, MS",179.0
"Prismatic, MS",
"Edwards, MS",1006.0
"Oakley, MS",
"Benndale, MS",
"Pulaski, MS",
"Tchula, MS",1981.0
"North Carrollton, MS",454.0
"Nitta Yuma, MS",
"Elliott, MS",
"Anguilla, MS",661.0
"Heidelberg, MS",684.0
"Fort Adams, MS",
"Suqualena, MS",
"Hillsboro, MS",
"Martinsville, MS",
"Kreole, MS",
"Fairview, MS",
"Piney Woods, MS",
"Garden City, MS",
"Waveland, MS",6428.0
"Tunica Resorts, MS",
"Pearlington, MS",
"Beechwood, MS",
"Iuka, MS",2989.0
"Chatawa, MS",
"Richton, MS",1062.0
"Courtland, MS",508.0
"Raleigh, MS",1416.0
"Glendale, MS",
"Prichard, MS",
"Houlka, MS",
"Blue Springs, MS",232.0
"Steens, MS",
"Houston, MS",3524.0
"Osyka, MS",427.0
"Carter, MS",
"Miller, MS",
"Mayhew, MS",
"Tiplersville, MS",
"Pachuta, MS",248.0
"Nesbit, MS",
"Sontag, MS",
"Mount Olive, MS",975.0
"Shubuta, MS",418.0
"Lula, MS",272.0
"Dennis, MS",
"Randolph, MS",
"Grand Gulf, MS",
"Sarah, MS",
"Richland, MS",7111.0
"Alligator, MS",194.0
"Paulding, MS",
"Mound Bayou, MS",1446.0
"Lumberton, MS",2226.0
"Branch, MS",
"Bourbon, MS",
"Avalon, MS",
"Tyro, MS",
"Horn Lake, MS",27042.0
"Hollandale, MS",2496.0
"Latimer, MS",
"Tillman, MS",
"Thornton, MS",
"Greenwood, MS",14415.0
"DeWeese, MS",
"James, MS",
"Coles, MS",
"Sturgis, MS",265.0
"Sallis, MS",129.0
"Sardis, MS",1655.0
"Sidon, MS",484.0
"Ridgeland, MS",24483.0
"Reganton, MS",
"Tinsley, MS",
"Thaxton, MS",668.0
"Silver Creek, MS",206.0
"McComb, MS",12811.0
"McCool, MS",130.0
"Banner, MS",
"Potts Camp, MS",497.0
"Belmont, MS",2032.0
"Long Beach, MS",15677.0
"Troy, MS",
"Itta Bena, MS",1931.0
"Arm, MS",
"Enid, MS",
"Gholson, MS",
"Sylvarena, MS",105.0
"Way, MS",
"West, MS",169.0
"Holcomb, MS",
"Brandon, MS",23826.0
"Puckett, MS",336.0
"Smithdale, MS",
"Meridian, MS",39113.0
"Tougaloo, MS",
"Mantachie, MS",1132.0
"Neely, MS",
"Saltillo, MS",5008.0
"Quito, MS",
"Peoria, MS",
"Lamont, MS",
"Sarepta, MS",
"Henderson Point, MS",
"Burnside, MS",
"Saucier, MS",
"Pocahontas, MS",
"Weathersby, MS",
"Lorman, MS",
"McLaurin, MS",
"Zama, MS",
"Eden, MS",99.0
"Leakesville, MS",921.0
"D'Lo, MS",447.0
"Nicholson, MS",
"Columbus, MS",24561.0
"Ludlow, MS",
"Pace, MS",256.0
"Ripley, MS",5373.0
"Rienzi, MS",315.0
"Seminary, MS",313.0
"Brownsville, MS",
"Macon, MS",2614.0
"Duck Hill, MS",1348.0
"Madison, MS",26031.0
"Barr, MS",
"Holly Bluff, MS",
"Slate Spring, MS",
"Wool Market, MS",
"Wayside, MS",
"Mathiston, MS",666.0
"Inverness, MS",927.0
"Fernwood, MS",
"Blaine, MS",
"Noxapater, MS",443.0
"Glens, MS",
"Hickory Flat, MS",562.0
"Heads, MS",
"Shaw, MS",1803.0
"Carthage, MS",4860.0
"Greenville, MS",31517.0
"Highpoint, MS",
"Arcola, MS",352.0
"Poplarville, MS",2977.0
"Tylertown, MS",1508.0
"Ruth, MS",
"Carlisle, MS",
"Pattison, MS",
"Betheden, MS",
"Wheeler, MS",
"Walls, MS",1295.0
"Minter City, MS",
"Como, MS",1240.0
"Picayune, MS",10625.0
"Stewart, MS",
"Sandy Hook, MS",
"Hermanville, MS",
"Oak Vale, MS",
"Belden, MS",
"Artesia, MS",429.0
"Ovett, MS",
"D'Iberville, MS",11503.0
"Hurley, MS",
"Little Rock, MS",
"Gautier, MS",18471.0
"Rosedale, MS",1727.0
"Woodland, MS",122.0
"Bassfield, MS",222.0
"Porterville, MS",
"Grenada, MS",12708.0
"Walnut, MS",765.0
"Morgan City, MS",242.0
"Golden, MS",189.0
"Pinckneyville, MS",
"Preston, MS",
"Robinsonville, MS",
"Silver City, MS",295.0
"Helena, MS",
"Crosby, MS",294.0
"Florence, MS",4396.0
"Louise, MS",182.0
"Myrtle, MS",499.0
"Purvis, MS",2341.0
"Lake, MS",322.0
"Tillatoba, MS",
"Pittsboro, MS",197.0
"Pass Christian, MS",5701.0
"Darling, MS",
"Slayden, MS",
"Dubbs, MS",
"McCallum, MS",
"Lexie, MS",
"Paynes, MS",
"Myrick, MS",
"Hernando, MS",15631.0
"Walthall, MS",137.0
"Pelahatchie, MS",1353.0
"French Camp, MS",169.0
"Palmers Crossing, MS",
"Moss Point, MS",13570.0
"Byram, MS",11545.0
"Plantersville, MS",1161.0
"Rawls Springs, MS",
"Corinth, MS",14818.0
"Olive Branch, MS",36699.0
"Redwood, MS",
"Skene, MS",
"Tupelo, MS",38842.0
"Stallo, MS",
"Glen Allan, MS",
"Dumas, MS",467.0
"Scott, MS",
"Moorhead, MS",2215.0
"Oakland, MS",514.0
"Neshoba, MS",
"Ruleville, MS",2727.0
"Ware Shoals, SC",2183.0
"Pacolet Mills, SC",
"Awendaw, SC",1384.0
"Lodge, SC",119.0
"Antreville, SC",
"Ninety Six, SC",2057.0
"Clover, SC",5950.0
"Columbia, SC",134309.0
"Fairfax, SC",1745.0
"Lake City, SC",6761.0
"Belvedere, SC",
"Modoc, SC",
"Gramling, SC",
"Sangaree, SC",
"Williamston, SC",4190.0
"Shell Point, SC",
"Waterloo, SC",148.0
"Central Pacolet, SC",227.0
"Scranton, SC",860.0
"Wando, SC",
"Elgin, SC",1540.0
"Whitmire, SC",1475.0
"Yemassee, SC",972.0
"Richburg, SC",263.0
"Red Bank, SC",
"Richtex, SC",
"Jonesville, SC",860.0
"Chesterfield, SC",1452.0
"Parker, SC",
"Longs, SC",
"North Hartsville, SC",
"Kline, SC",189.0
"Manning, SC",4042.0
"Cottageville, SC",747.0
"Barnwell, SC",4542.0
"Ulmer, SC",76.0
"Windsor, SC",122.0
"Hardeeville, SC",5721.0
"Ravenwood, SC",
"Arcadia, SC",
"Verdery, SC",
"Ruffin, SC",
"Dentsville, SC",
"Stuckey, SC",231.0
"Eureka Mill, SC",
"Norway, SC",324.0
"Liberty Hill, SC",
"Wade Hampton, SC",
"Cherry Grove Beach, SC",
"Lamar, SC",959.0
"Donalds, SC",341.0
"Gray Court, SC",798.0
"Turbeville, SC",803.0
"Vance, SC",164.0
"New Ellenton, SC",2146.0
"Loris, SC",2651.0
"Hopkins, SC",
"Greer, SC",29000.0
"Coward, SC",759.0
"Irwin, SC",
"Seven Oaks, SC",
"Cane Savannah, SC",
"Dillon, SC",6604.0
"Promised Land, SC",
"Rodman, SC",
"Bonneau Beach, SC",
"Bethune, SC",347.0
"Russellville, SC",
"Pendleton, SC",3184.0
"Tigerville, SC",
"Mount Pleasant, SC",84170.0
"McConnells, SC",295.0
"Rowesville, SC",293.0
"Mountville, SC",
"Clearwater, SC",
"Six Mile, SC",686.0
"Luray, SC",121.0
"Ehrhardt, SC",499.0
"Mount Holly, SC",
"Valley Falls, SC",
"Kingstree, SC",3221.0
"Johnsonville, SC",1504.0
"Mount Croghan, SC",194.0
"Lane, SC",470.0
"Ridgeway, SC",303.0
"Denmark, SC",3019.0
"Gloverville, SC",
"Blackstock, SC",
"Goose Creek, SC",42039.0
"Ballentine, SC",
"Edgefield, SC",4752.0
"Landrum, SC",2531.0
"Bath, SC",
"Centerville, SC",
"Sharon, SC",569.0
"Inman, SC",2292.0
"Ladson, SC",
"Utica, SC",
"Woodfield, SC",
"Lakewood, SC",
"Blythewood, SC",3099.0
"Jordan, SC",
"Summerville, SC",49323.0
"Lugoff, SC",
"Campobello, SC",533.0
"Pocalla Springs, SC",
"Laurens, SC",9080.0
"Newry, SC",
"Horrel Hill, SC",
"Lexington, SC",20988.0
"Plum Branch, SC",78.0
"Martin, SC",
"Hartsville, SC",7768.0
"Neeses, SC",353.0
"Pamplico, SC",1243.0
"Cades, SC",
"India Hook, SC",
"Elko, SC",185.0
"Wilkinson Heights, SC",
"West Pelzer, SC",926.0
"Arial, SC",
"Edisto, SC",
"Lyman, SC",3476.0
"Fort Lawn, SC",864.0
"Lesslie, SC",
"Sandy Springs, SC",
"Pickens, SC",3190.0
"Nixons Crossroads, SC",
"Bluffton, SC",18897.0
"Walhalla, SC",4318.0
"Pineridge, SC",2265.0
"Irmo, SC",12177.0
"Wedgefield, SC",
"Monticello, SC",
"Gayle Mill, SC",
"Marietta, SC",
"Nichols, SC",358.0
"Edgemoor, SC",
"Bethera, SC",
"Bamberg, SC",3342.0
"Meriwether, SC",
"Wateree, SC",
"Eureka, SC",
"Parksville, SC",111.0
"Cokesbury, SC",
"Little Mountain, SC",296.0
"Mayesville, SC",729.0
"Sans Souci, SC",
"Briarcliffe Acres, SC",551.0
"Mullins, SC",4524.0
"White Oak, SC",
"Effingham, SC",
"Boyden Arbor, SC",
"Garnett, SC",
"Grays Hill, SC",
"Calhoun Falls, SC",1953.0
"Gaffney, SC",12920.0
"Socastee, SC",
"Liberty, SC",3252.0
"Jefferson, SC",742.0
"Coronaca, SC",
"Jamestown, SC",82.0
"Fort Mill, SC",15029.0
"Gilbert, SC",614.0
"Scotia, SC",206.0
"Coosawhatchie, SC",
"Welcome, SC",
"Boiling Springs, SC",
"Hilton Head Island, SC",40500.0
"Pelion, SC",706.0
"Stateburg, SC",
"Camden, SC",7126.0
"Ward, SC",93.0
"Varnville, SC",2047.0
"Pineville, SC",
"Chappells, SC",
"Miley, SC",
"Greeleyville, SC",404.0
"Buffalo, SC",
"Atlantic Beach, SC",402.0
"Clinton, SC",8453.0
"Batesburg-Leesville, SC",5448.0
"Seabrook Island, SC",1866.0
"Ridgeville, SC",1780.0
"Dorchester, SC",
"Arcadia Lakes, SC",865.0
"Hickory Grove, SC",502.0
"Lowndesville, SC",123.0
"Pawleys Island, SC",107.0
"Heath Springs, SC",944.0
"Homewood, SC",
"Walterboro, SC",5293.0
"Glendale, SC",
"Morgana, SC",
"Starr, SC",186.0
"Snelling, SC",256.0
"Jackson, SC",1781.0
"Hollywood, SC",5084.0
"North, SC",732.0
"Five Forks, SC",
"Reevesville, SC",206.0
"Frogmore, SC",
"Tradesville, SC",
"Startex, SC",
"Eastover, SC",809.0
"Great Falls, SC",1928.0
"Harleyville, SC",690.0
"Ridge Spring, SC",752.0
"Cummings, SC",
"Orangeburg, SC",13196.0
"Surfside Beach, SC",4391.0
"Rockville, SC",137.0
"Patrick, SC",347.0
"Summit, SC",438.0
"Murphys Estates, SC",
"Charleston, SC",134385.0
"Burnettown, SC",2800.0
"Aiken, SC",30937.0
"Salters, SC",
"Gifford, SC",271.0
"Toddville, SC",
"Hendersonville, SC",
"Shiloh, SC",
"Burton, SC",
"Floydale, SC",
"Gresham, SC",
"New Zion, SC",
"Sumter, SC",40723.0
"Westminster, SC",2503.0
"Dalzell, SC",
"Williams, SC",116.0
"Johns Island, SC",
"Belton, SC",4386.0
"Hodges, SC",154.0
"Allendale, SC",3046.0
"Newberry, SC",10372.0
"Pinopolis, SC",
"Pomaria, SC",181.0
"Winnsboro Mills, SC",
"Quinby, SC",942.0
"East Gaffney, SC",
"McColl, SC",2040.0
"Golden Grove, SC",
"Pageland, SC",2704.0
"Trenton, SC",192.0
"Monetta, SC",234.0
"Saint George, SC",2165.0
"Myrtle Beach, SC",32240.0
"West Union, SC",315.0
"Kiawah Island, SC",1771.0
"Townville, SC",
"Wagener, SC",829.0
"Lando, SC",
"Norris, SC",822.0
"Union, SC",8000.0
"Poston, SC",
"Jacksonboro, SC",
"Ashton, SC",
"Powdersville, SC",
"Sullivans Island, SC",1936.0
"Lake Secession, SC",
"Sellers, SC",213.0
"Mont Clare, SC",
"York, SC",8058.0
"North Myrtle Beach, SC",16032.0
"Cayce, SC",14233.0
"Cowpens, SC",2302.0
"McBee, SC",855.0
"Homeland Park, SC",
"Newport, SC",
"Clemson, SC",16058.0
"Oak Grove, SC",
"Lockhart, SC",472.0
"Holly Hill, SC",1220.0
"Summerton, SC",966.0
"Moore, SC",
"Pauline, SC",
"Laurel Bay, SC",
"Moncks Corner, SC",10315.0
"Fair Play, SC",
"Marion, SC",6711.0
"Darlington, SC",6117.0
"Folly Beach, SC",2782.0
"Graves, SC",
"Lake Wylie, SC",
"Rains, SC",
"Islandton, SC",
"Society Hill, SC",542.0
"Anderson, SC",27544.0
"Central, SC",5229.0
"Bonneau, SC",473.0
"Lobeco, SC",
"Pelzer, SC",1354.0
"Vaucluse, SC",
"Gadsden, SC",
"West Columbia, SC",16282.0
"Lake View, SC",783.0
"Edisto Island, SC",
"McClellanville, SC",543.0
"Beaufort, SC",13445.0
"North Charleston, SC",109298.0
"Gluck, SC",
"Wellford, SC",2563.0
"Blacksburg, SC",1888.0
"Olar, SC",237.0
"Mount Carmel, SC",
"Hilda, SC",421.0
"Epworth, SC",
"Carlisle, SC",410.0
"Judson, SC",
"Marlboro, SC",
"Cornwell, SC",
"Cross Anchor, SC",
"Slater, SC",
"Isle of Palms, SC",4395.0
"Cross Hill, SC",491.0
"Princeton, SC",
"Pineland, SC",
"Salley, SC",421.0
"Livingston, SC",131.0
"Pinewood, SC",538.0
"Elloree, SC",671.0
"Smoaks, SC",125.0
"Fort Motte, SC",
"Boykin, SC",
"Chesnee, SC",913.0
"Conway, SC",22761.0
"Saint Stephen, SC",1807.0
"Westville, SC",
"Salem, SC",149.0
"Cleveland, SC",
"Aynor, SC",763.0
"Bennettsville, SC",8255.0
"Simpsonville, SC",21314.0
"Cherokee Falls, SC",
"Millett, SC",
"Fingerville, SC",
"Horatio, SC",
"Oakley, SC",
"Elliott, SC",
"Cordova, SC",163.0
"Rimini, SC",
"Georgetown, SC",9024.0
"Warrenville, SC",
"Cope, SC",74.0
"Latta, SC",1334.0
"Woodruff, SC",4191.0
"Lone Star, SC",
"Garden City, SC",
"Rion, SC",
"Southern Shops, SC",
"Timmonsville, SC",2376.0
"Pee Dee, SC",
"Grover, SC",
"Green Pond, SC",
"Hampton, SC",2639.0
"Oswego, SC",
"Smyrna, SC",50.0
"Shulerville, SC",
"Estill, SC",1932.0
"Cheraw, SC",5780.0
"Dunean, SC",
"Williston, SC",2998.0
"Sheldon, SC",
"Prosperity, SC",1205.0
"Bishopville, SC",3238.0
"Winnsboro, SC",3311.0
"Canadys, SC",
"Spartanburg, SC",37876.0
"Privateer, SC",
"Centenary, SC",
"Foreston, SC",
"Langley, SC",
"Tillman, SC",
"Catawba, SC",
"Tatum, SC",71.0
"Little River, SC",
"Greenwood, SC",23320.0
"Bowman, SC",921.0
"Blackville, SC",2265.0
"Govan, SC",60.0
"Paxville, SC",185.0
"Ridgeland, SC",4141.0
"Roebuck, SC",
"Bradley, SC",
"Troy, SC",93.0
"Hanahan, SC",23439.0
"Kirksey, SC",
"Rock Hill, SC",72937.0
"Perry, SC",239.0
"Edisto Beach, SC",418.0
"Santee, SC",923.0
"Chapin, SC",1575.0
"Galivants Ferry, SC",
"Fairforest, SC",
"Blenheim, SC",146.0
"Enoree, SC",
"Riverview, SC",
"Swansea, SC",903.0
"Piedmont, SC",
"Nesmith, SC",
"Due West, SC",1292.0
"Ravenel, SC",2628.0
"Furman, SC",227.0
"Ruby, SC",351.0
"Lynchburg, SC",350.0
"Silverstreet, SC",164.0
"Sycamore, SC",157.0
"Reidville, SC",628.0
"Woodford, SC",178.0
"Chester, SC",5474.0
"Gantt, SC",
"Daufuskie Landing, SC",
"Lincolnville, SC",1971.0
"Seneca, SC",8352.0
"Alvin, SC",
"Gaston, SC",1657.0
"Bucksport, SC",
"Jenkinsville, SC",43.0
"Inman Mills, SC",
"Port Royal, SC",12785.0
"South Sumter, SC",
"Cameron, SC",416.0
"Clio, SC",681.0
"Saluda, SC",3617.0
"Wallace, SC",
"Greenville, SC",67453.0
"Lowrys, SC",196.0
"Fountain Inn, SC",8513.0
"Saxon, SC",
"East Sumter, SC",
"Duncan, SC",3369.0
"Eutawville, SC",302.0
"South Congaree, SC",2410.0
"Lydia, SC",
"Meggett, SC",1327.0
"Peak, SC",65.0
"Forest Acres, SC",10542.0
"Abbeville, SC",5168.0
"Montmorenci, SC",
"Kinards, SC",
"Little Rock, SC",
"Saint Andrews, SC",
"Olanta, SC",570.0
"Red Hill, SC",
"Forestbrook, SC",
"Johnston, SC",2345.0
"North Augusta, SC",22932.0
"Cassatt, SC",
"Iva, SC",1286.0
"Tega Cay, SC",9946.0
"Joanna, SC",
"Berea, SC",
"Alcolu, SC",
"Florence, SC",38317.0
"Lancaster, SC",9134.0
"Willington, SC",
"Saint Matthews, SC",1997.0
"Clarks Hill, SC",
"Mauldin, SC",25188.0
"Springdale, SC",2791.0
"Wisacky, SC",
"Cross, SC",
"Kershaw, SC",2151.0
"Taylors, SC",
"Springfield, SC",497.0
"Saint Charles, SC",
"Mayo, SC",
"Converse, SC",
"Mulberry, SC",
"Northlake, SC",
"Andrews, SC",2896.0
"Brunson, SC",517.0
"Brookdale, SC",
"McCormick, SC",2532.0
"Plantersville, SC",
"Pacolet, SC",2387.0
"Early Branch, SC",
"Ware Place, SC",
"City View, SC",
"Cherryvale, SC",
"Murrells Inlet, SC",
"Rembert, SC",
"Branchville, SC",975.0
"Travelers Rest, SC",5053.0
"Hemingway, SC",426.0
"Clifton, SC",
"Graniteville, SC",
"Easley, SC",20953.0
"Honea Path, SC",3747.0
"Oakland, SC",
"Haldeman, KY",
"Glenview Manor, KY",194.0
"Avawam, KY",
"Cloverport, KY",1155.0
"Lynn Grove, KY",
"Dundee, KY",
"Wayland, KY",401.0
"Salt Lick, KY",324.0
"Crestwood, KY",4910.0
"Pride, KY",
"Newtown, KY",
"Corbin, KY",7398.0
"Dawson Springs, KY",2719.0
"Lakeside Park, KY",2770.0
"Science Hill, KY",697.0
"White Tower, KY",
"Falmouth, KY",2139.0
"Allen City, KY",182.0
"Weir, KY",
"Tompkinsville, KY",2273.0
"Union, KY",5807.0
"Kingsley, KY",398.0
"Argo, KY",
"Muldraugh, KY",987.0
"Jeffersontown, KY",27352.0
"Talbert, KY",
"Taylor Mill, KY",6756.0
"Cumberland City, KY",
"Moon, KY",
"Leatherwood, KY",
"Radcliff, KY",22490.0
"South Wallins, KY",
"Meadow Vale, KY",760.0
"Wallins Creek, KY",146.0
"Cawood, KY",
"Lynnville, KY",
"Wildwood, KY",273.0
"Westbend, KY",
"Burnside, KY",900.0
"Chaplin, KY",
"Ulysses, KY",
"Lisman, KY",
"Paw Paw, KY",
"Helton, KY",
"Edmonton, KY",1585.0
"Beaumont, KY",
"Colfax, KY",
"Kirkmansville, KY",
"Millstone, KY",
"Sonora, KY",507.0
"Briarwood, KY",444.0
"Kevil, KY",605.0
"Sunrise, KY",
"Hobson, KY",
"Turkey, KY",
"Blue Ridge Manor, KY",772.0
"Grassy Creek, KY",
"Flaherty, KY",
"Winchester, KY",18461.0
"Valeria, KY",
"Hodgenville, KY",3226.0
"Bowling Green, KY",65234.0
"Moorland, KY",447.0
"Paint Lick, KY",
"Fonde, KY",
"Burlington, KY",
"Flat Lick, KY",
"Webbville, KY",
"Somerset, KY",11487.0
"Mannington, KY",
"Worthville, KY",183.0
"Hollyvilla, KY",556.0
"Brooksville, KY",643.0
"Sherman, KY",
"Drip Rock, KY",
"Chilton, KY",
"Pryorsburg, KY",
"Reed, KY",
"Ferguson, KY",941.0
"Wilder, KY",3071.0
"Silverhill, KY",
"Niagara, KY",
"Galveston, KY",
"Barlow, KY",659.0
"Old Brownsboro Place, KY",366.0
"Rush, KY",
"Cunningham, KY",
"Cane Valley, KY",
"Canmer, KY",
"Calvary, KY",
"Windy Hills, KY",2470.0
"Berry, KY",261.0
"Cerulean, KY",
"Columbia, KY",4885.0
"Oak Level, KY",
"Ligon, KY",
"Buckner, KY",
"Verona, KY",
"Cedarville, KY",
"Beaver Dam, KY",3648.0
"Stringtown, KY",
"Fort Thomas, KY",16445.0
"Eddyville, KY",2572.0
"Athertonville, KY",
"Mackville, KY",227.0
"Wheatley, KY",
"Grayson, KY",4043.0
"Greendale, KY",
"Kenton Vale, KY",112.0
"Dan, KY",
"North Middletown, KY",646.0
"Dexter, KY",
"Mortons Gap, KY",846.0
"Pendleton, KY",
"Magnolia, KY",
"Glenview Hills, KY",332.0
"Richmond, KY",34652.0
"Providence, KY",3102.0
"Louisville, KY",616261.0
"Shopville, KY",
"Heritage Creek, KY",1124.0
"Cumberland, KY",2059.0
"Sanders, KY",236.0
"Columbus, KY",160.0
"Spottsville, KY",
"Walton, KY",3927.0
"Middletown, KY",7845.0
"Ensor, KY",
"Guthrie, KY",1407.0
"Sitka, KY",
"Fritz, KY",
"Daysville, KY",
"Irvine, KY",2398.0
"Junction City, KY",2299.0
"Tilden, KY",
"Kenvir, KY",
"Gasper, KY",
"Glencoe, KY",358.0
"Spring Mill, KY",301.0
"Hopkinsville, KY",31811.0
"Smiths Grove, KY",770.0
"Olmstead, KY",
"Hopeful Heights, KY",
"Emerson, KY",
"West Liberty, KY",3375.0
"Colson, KY",
"Freeburn, KY",
"Goose Creek, KY",308.0
"Wilmore, KY",6312.0
"Coldstream, KY",1157.0
"Monterey, KY",135.0
"Valley View, KY",
"Fredonia, KY",389.0
"Betsy Layne, KY",
"Sprout, KY",
"Lebanon, KY",5638.0
"Thousandsticks, KY",
"Petersville, KY",
"Dingus, KY",
"Brodhead, KY",1198.0
"Wonnie, KY",
"Nevada, KY",
"Mortonsville, KY",
"Mount Hermon, KY",
"Hill Top, KY",
"Livermore, KY",1347.0
"Cannel City, KY",
"Herndon, KY",
"Calhoun, KY",757.0
"Whitesburg, KY",1974.0
"Horse Cave, KY",2364.0
"Utica, KY",
"Francisville, KY",
"McDowell, KY",
"Glasgow, KY",14594.0
"Arjay, KY",
"Nortonville, KY",1181.0
"Evarts, KY",836.0
"Phelps, KY",
"Sharpsburg, KY",345.0
"West Louisville, KY",
"Hawesville, KY",1015.0
"Frances, KY",
"Ottusville, KY",
"Hartford, KY",2771.0
"Falcon, KY",
"Pine Knot, KY",
"Cave City, KY",2422.0
"Ryland Heights, KY",1036.0
"Lowes, KY",
"Fort Mitchell, KY",8286.0
"Lucas, KY",
"Guage, KY",
"Bellefonte, KY",860.0
"Gulnare, KY",
"Buckhorn, KY",157.0
"Martin, KY",591.0
"Kelly, KY",
"Crutchfield, KY",
"Chavies, KY",
"Jonestown, KY",
"Keavy, KY",
"Crofton, KY",731.0
"Beaverlick, KY",
"Horse Branch, KY",
"Rineyville, KY",
"Beechwood Village, KY",1367.0
"Wickliffe, KY",672.0
"Newport, KY",15241.0
"Dizney, KY",
"McKinney, KY",
"Northfield, KY",1053.0
"Manchester, KY",1391.0
"Strathmoor Manor, KY",343.0
"Upton, KY",686.0
"Richlawn, KY",418.0
"Arlington, KY",308.0
"Kimper, KY",
"Mount Eden, KY",
"Milltown, KY",
"Barbourville, KY",3170.0
"Covington, KY",40797.0
"Dixon, KY",907.0
"Jonesville, KY",
"Gatliff, KY",
"Pike View, KY",
"Dunmor, KY",
"Smithfield, KY",108.0
"Dry Ridge, KY",2219.0
"Norbourne Estates, KY",458.0
"Waverly, KY",308.0
"Belfry, KY",
"Cecilia, KY",
"Coletown, KY",
"Burna, KY",
"Beechburg, KY",
"Manor Creek, KY",231.0
"Monticello, KY",6087.0
"Brooks, KY",
"Midway, KY",1706.0
"Cherokee, KY",
"South Shore, KY",1086.0
"Grand Rivers, KY",372.0
"Camargo, KY",1127.0
"Panco, KY",
"Carrollton, KY",3874.0
"Avon, KY",
"Harrodsburg, KY",8419.0
"Leesburg, KY",
"Goshen, KY",985.0
"Shepherdsville, KY",12082.0
"Hickory, KY",
"White Oak, KY",
"Elihu, KY",
"Morrill, KY",
"Beechwood, KY",
"Raceland, KY",2384.0
"Diablock, KY",
"Augusta, KY",1175.0
"Uniontown, KY",951.0
"Rome, KY",
"East Bernstadt, KY",
"Glenville, KY",
"Centertown, KY",445.0
"Lovelaceville, KY",
"Emlyn, KY",
"Phillipsburg, KY",
"Pathfork, KY",
"York, KY",
"Mozelle, KY",
"Munfordville, KY",1653.0
"Kuttawa, KY",660.0
"Glenview, KY",542.0
"Bancroft, KY",509.0
"Hickman, KY",2183.0
"Freemont, KY",
"Charters, KY",
"Mooleyville, KY",
"Elkton, KY",2136.0
"Flatwoods, KY",7311.0
"Lebanon Junction, KY",1927.0
"Frankfort, KY",27885.0
"Stanley, KY",
"Sublett, KY",
"Johnetta, KY",
"South Carrollton, KY",181.0
"Willard, KY",
"Rich Pond, KY",
"Liberty, KY",2155.0
"Belton, KY",
"Petersburg, KY",
"Owensboro, KY",59273.0
"Jamestown, KY",1806.0
"Hiseville, KY",
"Elrod, KY",
"Crestview Hills, KY",3332.0
"Millersburg, KY",792.0
"Broeck Pointe, KY",281.0
"Seneca Gardens, KY",717.0
"Lee City, KY",
"Stanton, KY",2670.0
"Bank Lick, KY",
"Fearisville, KY",
"Maryhill Estates, KY",181.0
"Pineville, KY",1756.0
"Cranston, KY",
"Shipley, KY",
"Wingo, KY",636.0
"Nazareth, KY",
"Smithland, KY",293.0
"Slaughters, KY",212.0
"Lenoxburg, KY",
"Nina, KY",
"Alva, KY",
"Cool Springs, KY",
"Allensville, KY",
"Prestonville, KY",159.0
"Buffalo, KY",
"Campbellsville, KY",11387.0
"Cambridge, KY",179.0
"Clinton, KY",1321.0
